id,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,gene,cancer,gene,cell
"SNX32_T cell, CD4, naive",Wald_ratio,1,0.00062318,0.000870204,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.001082419,0.002328779,1.000623374,0.998918166,1.002331493,0.896128493,SNX32,Breast cancer,SNX32,"T cell, CD4, naive"
"SNX32_T cell, CD4, TH2",Wald_ratio,1,0.000605343,0.000845297,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.001051438,0.002262124,1.000605526,0.998949115,1.002264685,0.896128493,SNX32,Breast cancer,SNX32,"T cell, CD4, TH2"
"SNX32_T cell, CD4, naive TREG",Wald_ratio,1,0.000549525,0.000767353,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.000954486,0.002053537,1.000549676,0.999045969,1.002055647,0.896128493,SNX32,Breast cancer,SNX32,"T cell, CD4, naive TREG"
"SNX32_T cell, CD4, memory TREG",Wald_ratio,1,0.000533381,0.00074481,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.000926446,0.001993209,1.000533524,0.999073983,1.001995196,0.896128493,SNX32,Breast cancer,SNX32,"T cell, CD4, memory TREG"
"SNX32_T cell, CD8, naive activated",Wald_ratio,1,0.000427377,0.000596786,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.000742323,0.001597077,1.000427468,0.999257952,1.001598353,0.896128493,SNX32,Breast cancer,SNX32,"T cell, CD8, naive activated"
"SNX32_Monocyte, classical",Wald_ratio,1,0.000524241,0.000732046,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.000910569,0.001959052,1.000524379,0.999089845,1.001960972,0.896128493,SNX32,Breast cancer,SNX32,"Monocyte, classical"
"SNX32_T cell, CD4, TH1 TH17",Wald_ratio,1,0.00049848,0.000696074,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.000865825,0.001862786,1.000498605,0.99913455,1.001864522,0.896128493,SNX32,Breast cancer,SNX32,"T cell, CD4, TH1 TH17"
"SNX32_Monocyte, non-classical",Wald_ratio,1,0.000453646,0.000633468,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.000787951,0.001695243,1.000453749,0.99921236,1.001696681,0.896128493,SNX32,Breast cancer,SNX32,"Monocyte, non-classical"
"SNX32_T cell, CD4, TH17",Wald_ratio,1,0.000542371,0.000757363,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.00094206,0.002026802,1.000542518,0.999058384,1.002028858,0.896128493,SNX32,Breast cancer,SNX32,"T cell, CD4, TH17"
"SNX32_NK cell, CD56dim CD16+",Wald_ratio,1,0.000485527,0.000677986,NA,NA,0.473910344,NA,NA,NA,NA,NA,NA,NA,-0.000843325,0.001814378,1.000485644,0.99915703,1.001816025,0.896128493,SNX32,Breast cancer,SNX32,"NK cell, CD56dim CD16+"
"RP11-503G7.2_Monocyte, non-classical",Wald_ratio,1,-5.13E-05,0.000806633,NA,NA,0.949283857,NA,NA,NA,NA,NA,NA,NA,-0.001632308,0.001529695,0.999948694,0.998369023,1.001530865,0.992279404,RP11-503G7.2,Breast cancer,RP11-503G7.2,"Monocyte, non-classical"
"RP11-503G7.2_T cell, CD4, naive TREG",Wald_ratio,1,-6.06E-05,0.000953246,NA,NA,0.949283857,NA,NA,NA,NA,NA,NA,NA,-0.001928995,0.00180773,0.99993937,0.998072864,1.001809365,0.992279404,RP11-503G7.2,Breast cancer,RP11-503G7.2,"T cell, CD4, naive TREG"
"RP11-503G7.2_B cell, naive",Wald_ratio,1,-5.83E-05,0.000917166,NA,NA,0.949283857,NA,NA,NA,NA,NA,NA,NA,-0.001855983,0.001739308,0.999941664,0.998145739,1.001740821,0.992279404,RP11-503G7.2,Breast cancer,RP11-503G7.2,"B cell, naive"
"RP11-503G7.2_T cell, CD8, naive",Wald_ratio,1,-5.51E-05,0.000866174,NA,NA,0.949283857,NA,NA,NA,NA,NA,NA,NA,-0.001752795,0.001642607,0.999944908,0.99824874,1.001643957,0.992279404,RP11-503G7.2,Breast cancer,RP11-503G7.2,"T cell, CD8, naive"
"MAP2K1_T cell, CD4, naive",Wald_ratio,1,-0.000947001,0.00087716,NA,NA,0.280310883,NA,NA,NA,NA,NA,NA,NA,-0.002666235,0.000772233,0.999053447,0.997337316,1.000772531,0.823416383,MAP2K1,Breast cancer,MAP2K1,"T cell, CD4, naive"
"RP11-617D20.1_NK cell, CD56dim CD16+",Wald_ratio,1,0.001282359,0.000716056,NA,NA,0.073314985,NA,NA,NA,NA,NA,NA,NA,-0.00012111,0.002685828,1.001283182,0.999878897,1.002689438,0.619006826,RP11-617D20.1,Breast cancer,RP11-617D20.1,"NK cell, CD56dim CD16+"
"RP11-617D20.1_T cell, CD4, naive activated",Wald_ratio,1,0.00132205,0.000738219,NA,NA,0.073314985,NA,NA,NA,NA,NA,NA,NA,-0.000124859,0.002768958,1.001322924,0.999875149,1.002772795,0.619006826,RP11-617D20.1,Breast cancer,RP11-617D20.1,"T cell, CD4, naive activated"
"RP11-589M4.2_T cell, CD4, TH17",Wald_ratio,1,0.000567669,0.000796451,NA,NA,0.476001262,NA,NA,NA,NA,NA,NA,NA,-0.000993375,0.002128714,1.000567831,0.999007119,1.002130981,0.896128493,RP11-589M4.2,Breast cancer,RP11-589M4.2,"T cell, CD4, TH17"
"IREB2_Monocyte, classical",Wald_ratio,1,0.000260281,0.000971653,NA,NA,0.788795671,NA,NA,NA,NA,NA,NA,NA,-0.001644158,0.002164721,1.000260315,0.998357193,1.002167066,0.979187247,IREB2,Breast cancer,IREB2,"Monocyte, classical"
"GTF2A2_Monocyte, classical",Wald_ratio,1,0.001051698,0.001057412,NA,NA,0.319932533,NA,NA,NA,NA,NA,NA,NA,-0.001020829,0.003124225,1.001052251,0.998979692,1.003129111,0.847651125,GTF2A2,Breast cancer,GTF2A2,"Monocyte, classical"
"GTF2A2_T cell, CD4, TH1 TH17",Wald_ratio,1,0.000968405,0.000973666,NA,NA,0.319932533,NA,NA,NA,NA,NA,NA,NA,-0.00093998,0.00287679,1.000968874,0.999060461,1.002880932,0.847651125,GTF2A2,Breast cancer,GTF2A2,"T cell, CD4, TH1 TH17"
"GTF2A2_T cell, CD4, memory TREG",Wald_ratio,1,0.001032538,0.001038147,NA,NA,0.319932533,NA,NA,NA,NA,NA,NA,NA,-0.001002231,0.003067306,1.001033071,0.998998271,1.003072015,0.847651125,GTF2A2,Breast cancer,GTF2A2,"T cell, CD4, memory TREG"
"GTF2A2_T cell, CD4, TH2",Wald_ratio,1,0.001332251,0.001019496,NA,NA,0.191289426,NA,NA,NA,NA,NA,NA,NA,-0.000665961,0.003330463,1.001333139,0.999334261,1.003336016,0.765086363,GTF2A2,Breast cancer,GTF2A2,"T cell, CD4, TH2"
"SLC22A5_T cell, CD4, TH17",Wald_ratio,1,-0.004026032,0.000831679,NA,NA,1.29E-06,NA,NA,NA,NA,NA,NA,NA,-0.005656124,-0.00239594,0.995982062,0.994359842,0.997606928,0.001228231,SLC22A5,Breast cancer,SLC22A5,"T cell, CD4, TH17"
"SLC22A5_NK cell, CD56dim CD16+",Wald_ratio,1,-0.003300942,0.000681894,NA,NA,1.29E-06,NA,NA,NA,NA,NA,NA,NA,-0.004637454,-0.001964431,0.9967045,0.995373282,0.998037497,0.001228231,SLC22A5,Breast cancer,SLC22A5,"NK cell, CD56dim CD16+"
"SLC22A5_Monocyte, non-classical",Wald_ratio,1,-0.003146876,0.000650067,NA,NA,1.29E-06,NA,NA,NA,NA,NA,NA,NA,-0.004421009,-0.001872744,0.99685807,0.99558875,0.998129008,0.001228231,SLC22A5,Breast cancer,SLC22A5,"Monocyte, non-classical"
"SLC22A5_T cell, CD4, naive activated",Wald_ratio,1,-0.003161659,0.000653121,NA,NA,1.29E-06,NA,NA,NA,NA,NA,NA,NA,-0.004441777,-0.001881542,0.996843333,0.995568073,0.998120227,0.001228231,SLC22A5,Breast cancer,SLC22A5,"T cell, CD4, naive activated"
"SLC22A5_T cell, CD4, naive TREG",Wald_ratio,1,-0.004001135,0.000826536,NA,NA,1.29E-06,NA,NA,NA,NA,NA,NA,NA,-0.005621146,-0.002381124,0.996006859,0.994394623,0.997621709,0.001228231,SLC22A5,Breast cancer,SLC22A5,"T cell, CD4, naive TREG"
"NSUN4_T cell, CD4, naive TREG",Wald_ratio,1,0.001517022,0.000783273,NA,NA,0.052772987,NA,NA,NA,NA,NA,NA,NA,-1.82E-05,0.003052237,1.001518174,0.999981808,1.0030569,0.576256757,NSUN4,Breast cancer,NSUN4,"T cell, CD4, naive TREG"
"NSUN4_NK cell, CD56dim CD16+",Wald_ratio,1,0.001409112,0.000727556,NA,NA,0.052772987,NA,NA,NA,NA,NA,NA,NA,-1.69E-05,0.002835122,1.001410105,0.999983102,1.002839144,0.576256757,NSUN4,Breast cancer,NSUN4,"NK cell, CD56dim CD16+"
"NSUN4_T cell, CD8, naive",Wald_ratio,1,0.001448572,0.00074793,NA,NA,0.052772987,NA,NA,NA,NA,NA,NA,NA,-1.74E-05,0.002914515,1.001449621,0.999982629,1.002918766,0.576256757,NSUN4,Breast cancer,NSUN4,"T cell, CD8, naive"
"NSUN4_Monocyte, non-classical",Wald_ratio,1,0.001241284,0.000640903,NA,NA,0.052772987,NA,NA,NA,NA,NA,NA,NA,-1.49E-05,0.002497454,1.001242055,0.999985114,1.002500575,0.576256757,NSUN4,Breast cancer,NSUN4,"Monocyte, non-classical"
"NSUN4_T cell, CD4, TFH",Wald_ratio,1,0.001650207,0.000852039,NA,NA,0.052772987,NA,NA,NA,NA,NA,NA,NA,-1.98E-05,0.003320203,1.001651569,0.999980211,1.003325721,0.576256757,NSUN4,Breast cancer,NSUN4,"T cell, CD4, TFH"
"NSUN4_Monocyte, classical",Wald_ratio,1,0.001500054,0.000774512,NA,NA,0.052772987,NA,NA,NA,NA,NA,NA,NA,-1.80E-05,0.003018098,1.00150118,0.999982011,1.003022657,0.576256757,NSUN4,Breast cancer,NSUN4,"Monocyte, classical"
"RP11-6L6.2_Monocyte, non-classical",Wald_ratio,1,0.000252323,0.000844547,NA,NA,0.765117643,NA,NA,NA,NA,NA,NA,NA,-0.001402989,0.001907635,1.000252355,0.998597995,1.001909455,0.975389875,RP11-6L6.2,Breast cancer,RP11-6L6.2,"Monocyte, non-classical"
"CTSK_T cell, CD4, TH1",Wald_ratio,1,-0.001158157,0.000894561,NA,NA,0.195435672,NA,NA,NA,NA,NA,NA,NA,-0.002911496,0.000595182,0.998842514,0.997092738,1.000595359,0.767347985,CTSK,Breast cancer,CTSK,"T cell, CD4, TH1"
"CTSK_T cell, CD4, TH2",Wald_ratio,1,-0.001048818,0.000810107,NA,NA,0.195435672,NA,NA,NA,NA,NA,NA,NA,-0.002636628,0.000538992,0.998951732,0.997366845,1.000539138,0.767347985,CTSK,Breast cancer,CTSK,"T cell, CD4, TH2"
"CTSK_T cell, CD4, memory TREG",Wald_ratio,1,-0.00106824,0.000825109,NA,NA,0.195435672,NA,NA,NA,NA,NA,NA,NA,-0.002685453,0.000548973,0.998932331,0.99731815,1.000549124,0.767347985,CTSK,Breast cancer,CTSK,"T cell, CD4, memory TREG"
"ARNT_NK cell, CD56dim CD16+",Wald_ratio,1,-0.001252584,0.000967496,NA,NA,0.195435672,NA,NA,NA,NA,NA,NA,NA,-0.003148876,0.000643709,0.9987482,0.996856076,1.000643916,0.767347985,ARNT,Breast cancer,ARNT,"NK cell, CD56dim CD16+"
"CTSK_T cell, CD4, naive TREG",Wald_ratio,1,-0.001091144,0.0008428,NA,NA,0.195435672,NA,NA,NA,NA,NA,NA,NA,-0.002743032,0.000560744,0.998909451,0.997260727,1.000560901,0.767347985,CTSK,Breast cancer,CTSK,"T cell, CD4, naive TREG"
"CTSK_NK cell, CD56dim CD16+",Wald_ratio,1,-0.001114503,0.000860843,NA,NA,0.195435672,NA,NA,NA,NA,NA,NA,NA,-0.002801755,0.000572748,0.998886118,0.997202166,1.000572912,0.767347985,CTSK,Breast cancer,CTSK,"NK cell, CD56dim CD16+"
"ARNT_T cell, CD4, naive",Wald_ratio,1,-0.001265013,0.000977096,NA,NA,0.195435672,NA,NA,NA,NA,NA,NA,NA,-0.003180121,0.000650096,0.998735787,0.99682493,1.000650307,0.767347985,ARNT,Breast cancer,ARNT,"T cell, CD4, naive"
"ARNT_T cell, CD4, TH17",Wald_ratio,1,-0.001337516,0.001033098,NA,NA,0.195435672,NA,NA,NA,NA,NA,NA,NA,-0.003362388,0.000687356,0.998663378,0.996643259,1.000687592,0.767347985,ARNT,Breast cancer,ARNT,"T cell, CD4, TH17"
"MPHOSPH6_T cell, CD4, TFH",Wald_ratio,1,6.62E-05,0.000846319,NA,NA,0.937612063,NA,NA,NA,NA,NA,NA,NA,-0.001592542,0.001725027,1.000066245,0.998408726,1.001726516,0.992279404,MPHOSPH6,Breast cancer,MPHOSPH6,"T cell, CD4, TFH"
"MPHOSPH6_T cell, CD4, TH1",Wald_ratio,1,6.32E-05,0.0008074,NA,NA,0.937612063,NA,NA,NA,NA,NA,NA,NA,-0.001519308,0.001645701,1.000063198,0.998481846,1.001647056,0.992279404,MPHOSPH6,Breast cancer,MPHOSPH6,"T cell, CD4, TH1"
"PLEKHH2_T cell, CD4, TH1",Wald_ratio,1,-0.000756081,0.000698738,NA,NA,0.279223274,NA,NA,NA,NA,NA,NA,NA,-0.002125608,0.000613446,0.999244205,0.99787665,1.000613634,0.823416383,PLEKHH2,Breast cancer,PLEKHH2,"T cell, CD4, TH1"
"DOC2GP_T cell, CD4, TFH",Wald_ratio,1,0.000248237,0.000794165,NA,NA,0.754602828,NA,NA,NA,NA,NA,NA,NA,-0.001308327,0.001804801,1.000248268,0.998692528,1.001806431,0.975389875,DOC2GP,Breast cancer,DOC2GP,"T cell, CD4, TFH"
"CASP8_T cell, CD4, TH1",Wald_ratio,1,-0.002795409,0.000731668,NA,NA,0.000133129,NA,NA,NA,NA,NA,NA,NA,-0.004229479,-0.00136134,0.997208494,0.995779453,0.998639586,0.019271967,CASP8,Breast cancer,CASP8,"T cell, CD4, TH1"
"CASP8_T cell, CD8, naive",Wald_ratio,1,-0.002726206,0.000713555,NA,NA,0.000133129,NA,NA,NA,NA,NA,NA,NA,-0.004124774,-0.001327638,0.997277507,0.995883722,0.998673242,0.019271967,CASP8,Breast cancer,CASP8,"T cell, CD8, naive"
"POLI_T cell, CD4, naive",Wald_ratio,1,-0.001306156,0.000768812,NA,NA,0.089332967,NA,NA,NA,NA,NA,NA,NA,-0.002813028,0.000200716,0.998694697,0.997190925,1.000200736,0.630969931,POLI,Breast cancer,POLI,"T cell, CD4, naive"
"L3MBTL3_T cell, CD4, naive activated",Wald_ratio,1,-0.00134742,0.000772114,NA,NA,0.080966613,NA,NA,NA,NA,NA,NA,NA,-0.002860764,0.000165924,0.998653487,0.997143324,1.000165937,0.623959637,L3MBTL3,Breast cancer,L3MBTL3,"T cell, CD4, naive activated"
"GGCX_T cell, CD4, TH1 TH17",Wald_ratio,1,0.000195399,0.000631764,NA,NA,0.757100231,NA,NA,NA,NA,NA,NA,NA,-0.001042858,0.001433656,1.000195418,0.998957685,1.001434684,0.975389875,GGCX,Breast cancer,GGCX,"T cell, CD4, TH1 TH17"
"GGCX_NK cell, CD56dim CD16+",Wald_ratio,1,0.000256386,0.000828949,NA,NA,0.757100231,NA,NA,NA,NA,NA,NA,NA,-0.001368354,0.001881127,1.000256419,0.998632582,1.001882897,0.975389875,GGCX,Breast cancer,GGCX,"NK cell, CD56dim CD16+"
"GGCX_T cell, CD4, memory TREG",Wald_ratio,1,0.000195065,0.000630686,NA,NA,0.757100231,NA,NA,NA,NA,NA,NA,NA,-0.001041079,0.00143121,1.000195085,0.998959462,1.001432235,0.975389875,GGCX,Breast cancer,GGCX,"T cell, CD4, memory TREG"
"GGCX_T cell, CD4, TH17",Wald_ratio,1,0.000195539,0.000632216,NA,NA,0.757100231,NA,NA,NA,NA,NA,NA,NA,-0.001043604,0.001434682,1.000195558,0.99895694,1.001435711,0.975389875,GGCX,Breast cancer,GGCX,"T cell, CD4, TH17"
"GGCX_T cell, CD4, naive TREG",Wald_ratio,1,0.000204445,0.000661012,NA,NA,0.757100231,NA,NA,NA,NA,NA,NA,NA,-0.001091138,0.001500028,1.000204466,0.998909457,1.001501154,0.975389875,GGCX,Breast cancer,GGCX,"T cell, CD4, naive TREG"
"ZFP30_T cell, CD4, naive",Wald_ratio,1,3.33E-05,0.001126823,NA,NA,0.9763968,NA,NA,NA,NA,NA,NA,NA,-0.002175234,0.002241912,1.000033339,0.99782713,1.002244427,0.996581761,ZFP30,Breast cancer,ZFP30,"T cell, CD4, naive"
"RAB7L1_T cell, CD4, TH2",Wald_ratio,1,0.001997245,0.001289448,NA,NA,0.121402423,NA,NA,NA,NA,NA,NA,NA,-0.000530074,0.004524564,1.00199924,0.999470066,1.004534815,0.659544299,RAB7L1,Breast cancer,RAB7L1,"T cell, CD4, TH2"
"RAB7L1_T cell, CD4, TH17",Wald_ratio,1,0.002057904,0.001328611,NA,NA,0.121402423,NA,NA,NA,NA,NA,NA,NA,-0.000546174,0.004661983,1.002060023,0.999453975,1.004672866,0.659544299,RAB7L1,Breast cancer,RAB7L1,"T cell, CD4, TH17"
"CMSS1_Monocyte, classical",Wald_ratio,1,0.005413063,0.000982843,NA,NA,3.64E-08,NA,NA,NA,NA,NA,NA,NA,0.00348669,0.007339436,1.00542774,1.003492776,1.007366435,0.000276528,CMSS1,Breast cancer,CMSS1,"Monocyte, classical"
"PM20D1_T cell, CD8, naive",Wald_ratio,1,-1.29E-06,0.000661754,NA,NA,0.998442918,NA,NA,NA,NA,NA,NA,NA,-0.00129833,0.001295747,0.999998709,0.998702512,1.001296587,0.999873949,PM20D1,Breast cancer,PM20D1,"T cell, CD8, naive"
"PM20D1_T cell, CD4, TFH",Wald_ratio,1,-1.43E-06,0.000730341,NA,NA,0.998442918,NA,NA,NA,NA,NA,NA,NA,-0.001432893,0.001430043,0.999998575,0.998568133,1.001431066,0.999873949,PM20D1,Breast cancer,PM20D1,"T cell, CD4, TFH"
"PM20D1_NK cell, CD56dim CD16+",Wald_ratio,1,-1.29E-06,0.00066356,NA,NA,0.998442918,NA,NA,NA,NA,NA,NA,NA,-0.001301872,0.001299282,0.999998705,0.998698975,1.001300126,0.999873949,PM20D1,Breast cancer,PM20D1,"NK cell, CD56dim CD16+"
"SLC41A1_T cell, CD4, TH2",Wald_ratio,1,1.82E-06,0.00093512,NA,NA,0.998442918,NA,NA,NA,NA,NA,NA,NA,-0.001831011,0.001834661,1.000001825,0.998170664,1.001836345,0.999873949,SLC41A1,Breast cancer,SLC41A1,"T cell, CD4, TH2"
"GTF2A2_T cell, CD8, naive",Wald_ratio,1,0.000910679,0.000918252,NA,NA,0.321318448,NA,NA,NA,NA,NA,NA,NA,-0.000889096,0.002710453,1.000911094,0.999111299,1.00271413,0.848071977,GTF2A2,Breast cancer,GTF2A2,"T cell, CD8, naive"
"IREB2_T cell, CD4, TH17",Wald_ratio,1,0.000149369,0.00100371,NA,NA,0.881698457,NA,NA,NA,NA,NA,NA,NA,-0.001817903,0.002116641,1.00014938,0.998183748,1.002118882,0.99052152,IREB2,Breast cancer,IREB2,"T cell, CD4, TH17"
"IREB2_T cell, CD4, TH2",Wald_ratio,1,0.000159018,0.001068549,NA,NA,0.881698457,NA,NA,NA,NA,NA,NA,NA,-0.001935339,0.002253375,1.00015903,0.998066532,1.002255915,0.99052152,IREB2,Breast cancer,IREB2,"T cell, CD4, TH2"
"RAB7L1_T cell, CD8, naive activated",Wald_ratio,1,0.001754746,0.000955602,NA,NA,0.066317258,NA,NA,NA,NA,NA,NA,NA,-0.000118234,0.003627725,1.001756286,0.999881773,1.003634314,0.61577417,RAB7L1,Breast cancer,RAB7L1,"T cell, CD8, naive activated"
"RAB7L1_T cell, CD4, naive TREG",Wald_ratio,1,0.002025446,0.00110302,NA,NA,0.066317258,NA,NA,NA,NA,NA,NA,NA,-0.000136473,0.004187365,1.002027499,0.999863536,1.004196144,0.61577417,RAB7L1,Breast cancer,RAB7L1,"T cell, CD4, naive TREG"
"RAB7L1_T cell, CD4, naive activated",Wald_ratio,1,0.001508332,0.000821409,NA,NA,0.066317258,NA,NA,NA,NA,NA,NA,NA,-0.00010163,0.003118294,1.00150947,0.999898375,1.003123161,0.61577417,RAB7L1,Breast cancer,RAB7L1,"T cell, CD4, naive activated"
"ZDHHC7_T cell, CD4, memory TREG",Wald_ratio,1,-0.001155342,0.00083581,NA,NA,0.166878831,NA,NA,NA,NA,NA,NA,NA,-0.002793529,0.000482845,0.998845325,0.997210369,1.000482962,0.727300026,ZDHHC7,Breast cancer,ZDHHC7,"T cell, CD4, memory TREG"
"UHRF1BP1_T cell, CD4, naive activated",Wald_ratio,1,-0.001125968,0.000836053,NA,NA,0.178055646,NA,NA,NA,NA,NA,NA,NA,-0.002764632,0.000512696,0.998874666,0.997239186,1.000512828,0.749292862,UHRF1BP1,Breast cancer,UHRF1BP1,"T cell, CD4, naive activated"
"RP1-228P16.1_T cell, CD4, TH17",Wald_ratio,1,0.000200159,0.000865273,NA,NA,0.817062113,NA,NA,NA,NA,NA,NA,NA,-0.001495775,0.001896094,1.000200179,0.998505343,1.001897893,0.983282635,RP1-228P16.1,Breast cancer,RP1-228P16.1,"T cell, CD4, TH17"
"LAMC1_Monocyte, classical",Wald_ratio,1,0.0011374,0.00073409,NA,NA,0.121285372,NA,NA,NA,NA,NA,NA,NA,-0.000301417,0.002576216,1.001138047,0.999698629,1.002579538,0.659544299,LAMC1,Breast cancer,LAMC1,"Monocyte, classical"
"MPHOSPH6_Monocyte, classical",Wald_ratio,1,-0.002690135,0.001032915,NA,NA,0.009203215,NA,NA,NA,NA,NA,NA,NA,-0.004714648,-0.000665622,0.99731348,0.995296448,0.999334599,0.267473929,MPHOSPH6,Breast cancer,MPHOSPH6,"Monocyte, classical"
"MPHOSPH6_T cell, CD8, naive activated",Wald_ratio,1,0.000139973,0.000835308,NA,NA,0.866921403,NA,NA,NA,NA,NA,NA,NA,-0.00149723,0.001777176,1.000139982,0.99850389,1.001778756,0.99052152,MPHOSPH6,Breast cancer,MPHOSPH6,"T cell, CD8, naive activated"
"MPHOSPH6_T cell, CD8, naive",Wald_ratio,1,0.000127042,0.000758143,NA,NA,0.866921403,NA,NA,NA,NA,NA,NA,NA,-0.001358919,0.001613003,1.00012705,0.998642004,1.001614305,0.99052152,MPHOSPH6,Breast cancer,MPHOSPH6,"T cell, CD8, naive"
"MPHOSPH6_NK cell, CD56dim CD16+",Wald_ratio,1,0.000150191,0.000896289,NA,NA,0.866921403,NA,NA,NA,NA,NA,NA,NA,-0.001606536,0.001906919,1.000150203,0.998394754,1.001908738,0.99052152,MPHOSPH6,Breast cancer,MPHOSPH6,"NK cell, CD56dim CD16+"
"MPHOSPH6_T cell, CD4, naive TREG",Wald_ratio,1,0.000127365,0.000760068,NA,NA,0.866921403,NA,NA,NA,NA,NA,NA,NA,-0.001362368,0.001617097,1.000127373,0.99863856,1.001618406,0.99052152,MPHOSPH6,Breast cancer,MPHOSPH6,"T cell, CD4, naive TREG"
"NSUN2_T cell, CD4, TH17",Wald_ratio,1,-0.000804261,0.000667992,NA,NA,0.228590162,NA,NA,NA,NA,NA,NA,NA,-0.002113525,0.000505003,0.999196062,0.997888707,1.00050513,0.804378893,NSUN2,Breast cancer,NSUN2,"T cell, CD4, TH17"
"ZDHHC7_T cell, CD4, TH17",Wald_ratio,1,-0.001042592,0.000797918,NA,NA,0.191334968,NA,NA,NA,NA,NA,NA,NA,-0.002606512,0.000521328,0.998957951,0.997396882,1.000521464,0.765086363,ZDHHC7,Breast cancer,ZDHHC7,"T cell, CD4, TH17"
"UHRF1BP1_Monocyte, classical",Wald_ratio,1,-0.001288051,0.00079036,NA,NA,0.103164392,NA,NA,NA,NA,NA,NA,NA,-0.002837155,0.000261054,0.998712778,0.997166865,1.000261088,0.643808058,UHRF1BP1,Breast cancer,UHRF1BP1,"Monocyte, classical"
"SPAG1_NK cell, CD56dim CD16+",Wald_ratio,1,0.002240176,0.000930729,NA,NA,0.016088396,NA,NA,NA,NA,NA,NA,NA,0.000415947,0.004064406,1.002242687,1.000416033,1.004072677,0.359310011,SPAG1,Breast cancer,SPAG1,"NK cell, CD56dim CD16+"
"SPAG1_Monocyte, classical",Wald_ratio,1,-0.001476923,0.000708059,NA,NA,0.036989852,NA,NA,NA,NA,NA,NA,NA,-0.002864719,-8.91E-05,0.998524167,0.997139381,0.999910876,0.523994179,SPAG1,Breast cancer,SPAG1,"Monocyte, classical"
"AP003774.1_Monocyte, non-classical",Wald_ratio,1,0.001654209,0.000840545,NA,NA,0.049065921,NA,NA,NA,NA,NA,NA,NA,6.74E-06,0.003301677,1.001655577,1.00000674,1.003307134,0.576256757,AP003774.1,Breast cancer,AP003774.1,"Monocyte, non-classical"
"SPAG1_T cell, CD4, TFH",Wald_ratio,1,0.002095023,0.000784722,NA,NA,0.007590416,NA,NA,NA,NA,NA,NA,NA,0.000556969,0.003633077,1.002097219,1.000557124,1.003639685,0.235874799,SPAG1,Breast cancer,SPAG1,"T cell, CD4, TFH"
"SPAG1_T cell, CD4, TH17",Wald_ratio,1,0.002081868,0.000791745,NA,NA,0.008551882,NA,NA,NA,NA,NA,NA,NA,0.000530047,0.003633689,1.002084037,1.000530188,1.003640299,0.254380823,SPAG1,Breast cancer,SPAG1,"T cell, CD4, TH17"
"SPAG1_T cell, CD4, TH2",Wald_ratio,1,0.001922911,0.000731293,NA,NA,0.008551882,NA,NA,NA,NA,NA,NA,NA,0.000489577,0.003356245,1.001924761,1.000489696,1.003361884,0.254380823,SPAG1,Breast cancer,SPAG1,"T cell, CD4, TH2"
"SPAG1_T cell, CD4, memory TREG",Wald_ratio,1,0.002497911,0.000949968,NA,NA,0.008551882,NA,NA,NA,NA,NA,NA,NA,0.000635973,0.004359849,1.002501033,1.000636175,1.004369367,0.254380823,SPAG1,Breast cancer,SPAG1,"T cell, CD4, memory TREG"
"CYP21A2_T cell, CD4, TH2",Wald_ratio,1,-0.000617846,0.000676875,NA,NA,0.361352053,NA,NA,NA,NA,NA,NA,NA,-0.001944522,0.000708829,0.999382345,0.998057368,1.000709081,0.860766527,CYP21A2,Breast cancer,CYP21A2,"T cell, CD4, TH2"
"CYP21A2_T cell, CD4, naive",Wald_ratio,1,-0.000603647,0.00066132,NA,NA,0.361352053,NA,NA,NA,NA,NA,NA,NA,-0.001899834,0.000692539,0.999396535,0.99810197,1.000692779,0.860766527,CYP21A2,Breast cancer,CYP21A2,"T cell, CD4, naive"
"TRPS1_B cell, naive",Wald_ratio,1,0.000911262,0.000915708,NA,NA,0.319665791,NA,NA,NA,NA,NA,NA,NA,-0.000883525,0.002706049,1.000911677,0.999116865,1.002709714,0.847387517,TRPS1,Breast cancer,TRPS1,"B cell, naive"
"UHRF1BP1_T cell, CD4, TH17",Wald_ratio,1,-0.001133823,0.000678911,NA,NA,0.094907401,NA,NA,NA,NA,NA,NA,NA,-0.002464489,0.000196843,0.99886682,0.997538546,1.000196863,0.6373765,UHRF1BP1,Breast cancer,UHRF1BP1,"T cell, CD4, TH17"
"UHRF1BP1_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.001167617,0.000699146,NA,NA,0.094907401,NA,NA,NA,NA,NA,NA,NA,-0.002537943,0.00020271,0.998833065,0.997465275,1.000202731,0.6373765,UHRF1BP1,Breast cancer,UHRF1BP1,"T cell, CD4, TH1 TH17"
