id,gene,cell,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4,ldcheck
"SNX32_T cell, CD4, TH1 TH17",SNX32,"T cell, CD4, TH1 TH17",Wald_ratio,1,0.002300806,0.000489729,NA,NA,2.63E-06,NA,NA,NA,NA,NA,NA,NA,0.001340938,0.003260674,1.002303455,1.001341837,1.003265996,0.000261224,non-melanoma skin cancer,ieu-b-4959,"SNX32_T cell, CD4, TH1 TH17_non-melanoma skin cancer_ieu-b-4959",0.001453022,0.819707512
"SNX32_T cell, CD8, naive",SNX32,"T cell, CD8, naive",Wald_ratio,1,0.002621779,0.000558048,NA,NA,2.63E-06,NA,NA,NA,NA,NA,NA,NA,0.001528005,0.003715553,1.002625219,1.001529173,1.003722464,0.000261224,non-melanoma skin cancer,ieu-b-4959,"SNX32_T cell, CD8, naive_non-melanoma skin cancer_ieu-b-4959",0.001473275,0.819707512
"SNX32_T cell, CD4, naive",SNX32,"T cell, CD4, naive",Wald_ratio,1,0.002876374,0.000612239,NA,NA,2.63E-06,NA,NA,NA,NA,NA,NA,NA,0.001676386,0.004076363,1.002880515,1.001677792,1.004084682,0.000261224,non-melanoma skin cancer,ieu-b-4959,"SNX32_T cell, CD4, naive_non-melanoma skin cancer_ieu-b-4959",0.00167053,0.819707512
"SNX32_Monocyte, non-classical",SNX32,"Monocyte, non-classical",Wald_ratio,1,0.002093867,0.000445681,NA,NA,2.63E-06,NA,NA,NA,NA,NA,NA,NA,0.001220331,0.002967402,1.00209606,1.001221076,1.00297181,0.000261224,non-melanoma skin cancer,ieu-b-4959,"SNX32_Monocyte, non-classical_non-melanoma skin cancer_ieu-b-4959",0.949479123,0.819707512
"SNX32_T cell, CD4, naive TREG",SNX32,"T cell, CD4, naive TREG",Wald_ratio,1,0.002536412,0.000539878,NA,NA,2.63E-06,NA,NA,NA,NA,NA,NA,NA,0.001478252,0.003594572,1.002539631,1.001479345,1.00360104,0.000261224,non-melanoma skin cancer,ieu-b-4959,"SNX32_T cell, CD4, naive TREG_non-melanoma skin cancer_ieu-b-4959",0.001670151,0.819707512
"SNX32_NK cell, CD56dim CD16+",SNX32,"NK cell, CD56dim CD16+",Wald_ratio,1,0.002241016,0.000477002,NA,NA,2.63E-06,NA,NA,NA,NA,NA,NA,NA,0.001306092,0.003175941,1.002243529,1.001306945,1.003180989,0.000261224,non-melanoma skin cancer,ieu-b-4959,"SNX32_NK cell, CD56dim CD16+_non-melanoma skin cancer_ieu-b-4959",0.949764972,0.819707512
"MAP2K1_T cell, CD4, naive",MAP2K1,"T cell, CD4, naive",Wald_ratio,1,-0.002477247,0.000617733,NA,NA,6.07E-05,NA,NA,NA,NA,NA,NA,NA,-0.003688004,-0.001266491,0.997525818,0.996318788,0.998734311,0.003701799,non-melanoma skin cancer,ieu-b-4959,"MAP2K1_T cell, CD4, naive_non-melanoma skin cancer_ieu-b-4959",0.577238543,1
"DNAJC18_T cell, CD4, naive",DNAJC18,"T cell, CD4, naive",Wald_ratio,1,0.002340913,0.000712757,NA,NA,0.001022331,NA,NA,NA,NA,NA,NA,NA,0.000943909,0.003737916,1.002343655,1.000944355,1.003744911,0.035305287,non-melanoma skin cancer,ieu-b-4959,"DNAJC18_T cell, CD4, naive_non-melanoma skin cancer_ieu-b-4959",0.150441595,0.995576902
"DNAJC18_T cell, CD4, TFH",DNAJC18,"T cell, CD4, TFH",Wald_ratio,1,0.002085964,0.00063513,NA,NA,0.001022331,NA,NA,NA,NA,NA,NA,NA,0.000841108,0.003330819,1.002088141,1.000841462,1.003336373,0.035305287,non-melanoma skin cancer,ieu-b-4959,"DNAJC18_T cell, CD4, TFH_non-melanoma skin cancer_ieu-b-4959",0.007705825,0.995576902
"RP11-73M18.9_T cell, CD4, naive TREG",RP11-73M18.9,"T cell, CD4, naive TREG",Wald_ratio,1,-0.001702617,0.000515168,NA,NA,0.000949844,NA,NA,NA,NA,NA,NA,NA,-0.002712345,-0.000692888,0.998298832,0.99729133,0.999307352,0.033255488,non-melanoma skin cancer,ieu-b-4959,"RP11-73M18.9_T cell, CD4, naive TREG_non-melanoma skin cancer_ieu-b-4959",0.068256311,1
"DNAJC18_T cell, CD4, TH17",DNAJC18,"T cell, CD4, TH17",Wald_ratio,1,0.002452692,0.00064612,NA,NA,0.000147031,NA,NA,NA,NA,NA,NA,NA,0.001186297,0.003719088,1.002455703,1.001187001,1.003726012,0.007301108,non-melanoma skin cancer,ieu-b-4959,"DNAJC18_T cell, CD4, TH17_non-melanoma skin cancer_ieu-b-4959",0.084859963,0.810205213
"DNAJC18_T cell, CD4, naive TREG",DNAJC18,"T cell, CD4, naive TREG",Wald_ratio,1,0.002342115,0.00061699,NA,NA,0.000147031,NA,NA,NA,NA,NA,NA,NA,0.001132814,0.003551416,1.00234486,1.001133455,1.00355773,0.007301108,non-melanoma skin cancer,ieu-b-4959,"DNAJC18_T cell, CD4, naive TREG_non-melanoma skin cancer_ieu-b-4959",0.2726501,0.810205213
"DNAJC18_T cell, CD8, naive",DNAJC18,"T cell, CD8, naive",Wald_ratio,1,0.002276525,0.000599712,NA,NA,0.000147031,NA,NA,NA,NA,NA,NA,NA,0.00110109,0.00345196,1.002279118,1.001101696,1.003457925,0.007301108,non-melanoma skin cancer,ieu-b-4959,"DNAJC18_T cell, CD8, naive_non-melanoma skin cancer_ieu-b-4959",0.21036023,0.810205213
"DNAJC18_T cell, CD4, TH1 TH17",DNAJC18,"T cell, CD4, TH1 TH17",Wald_ratio,1,0.002568682,0.000676676,NA,NA,0.000147031,NA,NA,NA,NA,NA,NA,NA,0.001242398,0.003894966,1.002571984,1.00124317,1.003902562,0.007301108,non-melanoma skin cancer,ieu-b-4959,"DNAJC18_T cell, CD4, TH1 TH17_non-melanoma skin cancer_ieu-b-4959",0.24716193,0.810205213
"DNAJC18_T cell, CD4, TH2",DNAJC18,"T cell, CD4, TH2",Wald_ratio,1,0.002833309,0.000746387,NA,NA,0.000147031,NA,NA,NA,NA,NA,NA,NA,0.00137039,0.004296228,1.002837327,1.001371329,1.00430547,0.007301108,non-melanoma skin cancer,ieu-b-4959,"DNAJC18_T cell, CD4, TH2_non-melanoma skin cancer_ieu-b-4959",0.004037331,0.810205213
PSORS1C3_B_CELL_NAIVE,PSORS1C3,B,Wald_ratio,1,-0.00316948,0.000708725,NA,NA,7.75E-06,NA,NA,NA,NA,NA,NA,NA,-0.004558581,-0.001780379,0.996835538,0.995451794,0.998221205,0.000639674,non-melanoma skin cancer,ieu-b-4959,PSORS1C3_B_CELL_NAIVE_non-melanoma skin cancer_ieu-b-4959,1.03E-07,0.983207099
"CTSH_T cell, CD4, TH2",CTSH,"T cell, CD4, TH2",Wald_ratio,1,0.002329468,0.000613232,NA,NA,0.000145474,NA,NA,NA,NA,NA,NA,NA,0.001127533,0.003531403,1.002332183,1.001128168,1.003537645,0.007301108,non-melanoma skin cancer,ieu-b-4959,"CTSH_T cell, CD4, TH2_non-melanoma skin cancer_ieu-b-4959",0.356483865,0.991163607
"AHI1_NK cell, CD56dim CD16+",AHI1,"NK cell, CD56dim CD16+",Wald_ratio,1,0.00161412,0.000481831,NA,NA,0.000808206,NA,NA,NA,NA,NA,NA,NA,0.000669731,0.00255851,1.001615424,1.000669955,1.002561786,0.029379659,non-melanoma skin cancer,ieu-b-4959,"AHI1_NK cell, CD56dim CD16+_non-melanoma skin cancer_ieu-b-4959",0.000286544,0.990878894
"CTSK_T cell, CD4, memory TREG",CTSK,"T cell, CD4, memory TREG",Wald_ratio,1,-0.002544021,0.000579822,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.003680472,-0.00140757,0.997459212,0.996326293,0.99859342,0.000870772,non-melanoma skin cancer,ieu-b-4959,"CTSK_T cell, CD4, memory TREG_non-melanoma skin cancer_ieu-b-4959",0.800917443,0.992665498
"ARNT_T cell, CD4, TH17",ARNT,"T cell, CD4, TH17",Wald_ratio,1,-0.003185304,0.00072598,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.004608225,-0.001762383,0.996819764,0.995402376,0.998239169,0.000870772,non-melanoma skin cancer,ieu-b-4959,"ARNT_T cell, CD4, TH17_non-melanoma skin cancer_ieu-b-4959",0.786879935,0.992665498
"CTSK_T cell, CD4, TH1",CTSK,"T cell, CD4, TH1",Wald_ratio,1,-0.002758159,0.000628627,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.003990268,-0.00152605,0.997245641,0.996017682,0.998475114,0.000870772,non-melanoma skin cancer,ieu-b-4959,"CTSK_T cell, CD4, TH1_non-melanoma skin cancer_ieu-b-4959",0.799977294,0.992665498
"CTSK_T cell, CD4, TH2",CTSK,"T cell, CD4, TH2",Wald_ratio,1,-0.002497767,0.00056928,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.003613556,-0.001381979,0.997505349,0.996392965,0.998618976,0.000870772,non-melanoma skin cancer,ieu-b-4959,"CTSK_T cell, CD4, TH2_non-melanoma skin cancer_ieu-b-4959",0.795439191,0.992665498
"CTSK_NK cell, CD56dim CD16+",CTSK,"NK cell, CD56dim CD16+",Wald_ratio,1,-0.002654198,0.000604933,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.003839866,-0.00146853,0.997349321,0.996167497,0.998532548,0.000870772,non-melanoma skin cancer,ieu-b-4959,"CTSK_NK cell, CD56dim CD16+_non-melanoma skin cancer_ieu-b-4959",0.810755033,0.992665498
"ARNT_T cell, CD4, naive",ARNT,"T cell, CD4, naive",Wald_ratio,1,-0.003012637,0.000686627,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.004358425,-0.001666849,0.996991896,0.995651059,0.99833454,0.000870772,non-melanoma skin cancer,ieu-b-4959,"ARNT_T cell, CD4, naive_non-melanoma skin cancer_ieu-b-4959",0.795242035,0.992665498
"ARNT_NK cell, CD56dim CD16+",ARNT,"NK cell, CD56dim CD16+",Wald_ratio,1,-0.002983037,0.00067988,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.004315603,-0.001650472,0.997021407,0.995693696,0.99835089,0.000870772,non-melanoma skin cancer,ieu-b-4959,"ARNT_NK cell, CD56dim CD16+_non-melanoma skin cancer_ieu-b-4959",0.810755033,0.992665498
"CTSK_T cell, CD4, naive TREG",CTSK,"T cell, CD4, naive TREG",Wald_ratio,1,-0.002598567,0.000592254,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.003759385,-0.00143775,0.997404806,0.996247673,0.998563283,0.000870772,non-melanoma skin cancer,ieu-b-4959,"CTSK_T cell, CD4, naive TREG_non-melanoma skin cancer_ieu-b-4959",0.797611985,0.992665498
"RPL14_T cell, CD4, memory TREG",RPL14,"T cell, CD4, memory TREG",Wald_ratio,1,-0.002462623,0.000752689,NA,NA,0.001068776,NA,NA,NA,NA,NA,NA,NA,-0.003937893,-0.000987352,0.997540407,0.996069851,0.999013135,0.035775131,non-melanoma skin cancer,ieu-b-4959,"RPL14_T cell, CD4, memory TREG_non-melanoma skin cancer_ieu-b-4959",0.054573183,0.976145976
RP11-399E6.1_B_CELL_NAIVE,RP11-399E6.1,B,Wald_ratio,1,0.002652391,0.000743403,NA,NA,0.000359846,NA,NA,NA,NA,NA,NA,NA,0.001195321,0.00410946,1.002655911,1.001196036,1.004117915,0.016370831,non-melanoma skin cancer,ieu-b-4959,RP11-399E6.1_B_CELL_NAIVE_non-melanoma skin cancer_ieu-b-4959,0.146955256,1
"RP11-399E6.1_Monocyte, non-classical",RP11-399E6.1,"Monocyte, non-classical",Wald_ratio,1,0.002237164,0.000627024,NA,NA,0.000359846,NA,NA,NA,NA,NA,NA,NA,0.001008196,0.003466132,1.002239669,1.001008705,1.003472146,0.016370831,non-melanoma skin cancer,ieu-b-4959,"RP11-399E6.1_Monocyte, non-classical_non-melanoma skin cancer_ieu-b-4959",0.143205436,1
"ING5_T cell, CD4, memory TREG",ING5,"T cell, CD4, memory TREG",Wald_ratio,1,-0.002805221,0.000726933,NA,NA,0.00011386,NA,NA,NA,NA,NA,NA,NA,-0.004230009,-0.001380433,0.99719871,0.995778924,0.99862052,0.006337382,non-melanoma skin cancer,ieu-b-4959,"ING5_T cell, CD4, memory TREG_non-melanoma skin cancer_ieu-b-4959",0.001441635,0.995948113
"CDK10_T cell, CD4, TFH",CDK10,"T cell, CD4, TFH",Wald_ratio,1,-0.004318559,0.00062643,NA,NA,5.43E-12,NA,NA,NA,NA,NA,NA,NA,-0.005546361,-0.003090756,0.995690753,0.994468991,0.996914016,1.59E-09,non-melanoma skin cancer,ieu-b-4959,"CDK10_T cell, CD4, TFH_non-melanoma skin cancer_ieu-b-4959",3.66E-06,0.970644655
"SPG7_Monocyte, classical",SPG7,"Monocyte, classical",Wald_ratio,1,-0.004845262,0.000655464,NA,NA,1.45E-13,NA,NA,NA,NA,NA,NA,NA,-0.006129971,-0.003560554,0.995166457,0.993888779,0.996445777,8.09E-11,non-melanoma skin cancer,ieu-b-4959,"SPG7_Monocyte, classical_non-melanoma skin cancer_ieu-b-4959",0.143813827,0.988773686
"CASP8_T cell, CD4, TH1",CASP8,"T cell, CD4, TH1",Wald_ratio,1,-0.006236195,0.000514639,NA,NA,8.52E-34,NA,NA,NA,NA,NA,NA,NA,-0.007244888,-0.005227503,0.99378321,0.992781293,0.994786137,6.47E-30,non-melanoma skin cancer,ieu-b-4959,"CASP8_T cell, CD4, TH1_non-melanoma skin cancer_ieu-b-4959",8.84E-17,1
"CASP8_T cell, CD8, naive",CASP8,"T cell, CD8, naive",Wald_ratio,1,-0.006081812,0.000501899,NA,NA,8.52E-34,NA,NA,NA,NA,NA,NA,NA,-0.007065533,-0.005098091,0.993936645,0.992959369,0.994914882,6.47E-30,non-melanoma skin cancer,ieu-b-4959,"CASP8_T cell, CD8, naive_non-melanoma skin cancer_ieu-b-4959",4.36E-14,1
"RPL14_T cell, CD4, naive",RPL14,"T cell, CD4, naive",Wald_ratio,1,-0.00255579,0.000802739,NA,NA,0.001453372,NA,NA,NA,NA,NA,NA,NA,-0.004129159,-0.000982421,0.997447473,0.995879354,0.999018061,0.04390454,non-melanoma skin cancer,ieu-b-4959,"RPL14_T cell, CD4, naive_non-melanoma skin cancer_ieu-b-4959",0.045327043,0.910495732
"RPL14_T cell, CD8, naive",RPL14,"T cell, CD8, naive",Wald_ratio,1,-0.002677963,0.000841112,NA,NA,0.001453372,NA,NA,NA,NA,NA,NA,NA,-0.004326543,-0.001029384,0.997325619,0.995682803,0.998971146,0.04390454,non-melanoma skin cancer,ieu-b-4959,"RPL14_T cell, CD8, naive_non-melanoma skin cancer_ieu-b-4959",0.054349417,0.910495732
"MEI1_T cell, CD4, memory TREG",MEI1,"T cell, CD4, memory TREG",Wald_ratio,1,0.002213286,0.000695455,NA,NA,0.001460083,NA,NA,NA,NA,NA,NA,NA,0.000850195,0.003576376,1.002215737,1.000850556,1.003582779,0.04401977,non-melanoma skin cancer,ieu-b-4959,"MEI1_T cell, CD4, memory TREG_non-melanoma skin cancer_ieu-b-4959",0.000419604,0.987543038
"RBM6_NK cell, CD56dim CD16+",RBM6,"NK cell, CD56dim CD16+",Wald_ratio,1,0.001794746,0.000519537,NA,NA,0.000551296,NA,NA,NA,NA,NA,NA,NA,0.000776453,0.002813038,1.001796357,1.000776754,1.002816999,0.02223156,non-melanoma skin cancer,ieu-b-4959,"RBM6_NK cell, CD56dim CD16+_non-melanoma skin cancer_ieu-b-4959",0.105685743,0.988308375
"RBM6_T cell, CD4, naive TREG",RBM6,"T cell, CD4, naive TREG",Wald_ratio,1,0.001750623,0.000506765,NA,NA,0.000551296,NA,NA,NA,NA,NA,NA,NA,0.000757364,0.002743881,1.001752156,1.000757651,1.002747649,0.02223156,non-melanoma skin cancer,ieu-b-4959,"RBM6_T cell, CD4, naive TREG_non-melanoma skin cancer_ieu-b-4959",0.105064494,0.988308375
"ERAP2_T cell, CD4, TH1",ERAP2,"T cell, CD4, TH1",Wald_ratio,1,-0.001435477,0.00041382,NA,NA,0.000522698,NA,NA,NA,NA,NA,NA,NA,-0.002246564,-0.000624391,0.998565553,0.997755958,0.999375804,0.021524097,non-melanoma skin cancer,ieu-b-4959,"ERAP2_T cell, CD4, TH1_non-melanoma skin cancer_ieu-b-4959",0.023392237,0.98013762
"ERAP2_NK cell, CD56dim CD16+",ERAP2,"NK cell, CD56dim CD16+",Wald_ratio,1,-0.001443412,0.000416107,NA,NA,0.000522698,NA,NA,NA,NA,NA,NA,NA,-0.002258982,-0.000627842,0.99855763,0.997743568,0.999372355,0.021524097,non-melanoma skin cancer,ieu-b-4959,"ERAP2_NK cell, CD56dim CD16+_non-melanoma skin cancer_ieu-b-4959",0.096936678,0.98013762
"L3MBTL3_T cell, CD4, naive activated",L3MBTL3,"T cell, CD4, naive activated",Wald_ratio,1,-0.002395423,0.000544324,NA,NA,1.08E-05,NA,NA,NA,NA,NA,NA,NA,-0.003462299,-0.001328548,0.997607443,0.996543688,0.998672334,0.000853827,non-melanoma skin cancer,ieu-b-4959,"L3MBTL3_T cell, CD4, naive activated_non-melanoma skin cancer_ieu-b-4959",0.871659482,0.989633009
"COPG2_T cell, CD4, TH1 TH17",COPG2,"T cell, CD4, TH1 TH17",Wald_ratio,1,0.002807378,0.00077232,NA,NA,0.000277988,NA,NA,NA,NA,NA,NA,NA,0.001293631,0.004321125,1.002811322,1.001294468,1.004330475,0.012957138,non-melanoma skin cancer,ieu-b-4959,"COPG2_T cell, CD4, TH1 TH17_non-melanoma skin cancer_ieu-b-4959",0.144341265,1
"COPG2_T cell, CD4, TH17",COPG2,"T cell, CD4, TH17",Wald_ratio,1,0.002822794,0.000776561,NA,NA,0.000277988,NA,NA,NA,NA,NA,NA,NA,0.001300734,0.004344853,1.002826782,1.001301581,1.004354306,0.012957138,non-melanoma skin cancer,ieu-b-4959,"COPG2_T cell, CD4, TH17_non-melanoma skin cancer_ieu-b-4959",0.005364283,1
"COPG2_T cell, CD4, memory TREG",COPG2,"T cell, CD4, memory TREG",Wald_ratio,1,0.002802254,0.000770911,NA,NA,0.000277988,NA,NA,NA,NA,NA,NA,NA,0.00129127,0.004313239,1.002806184,1.001292104,1.004322554,0.012957138,non-melanoma skin cancer,ieu-b-4959,"COPG2_T cell, CD4, memory TREG_non-melanoma skin cancer_ieu-b-4959",0.001946724,1
"RP11-485G7.6_T cell, CD4, naive TREG",RP11-485G7.6,"T cell, CD4, naive TREG",Wald_ratio,1,-0.00252997,0.000735762,NA,NA,0.000584791,NA,NA,NA,NA,NA,NA,NA,-0.003972063,-0.001087877,0.997473228,0.996035815,0.998912715,0.023020175,non-melanoma skin cancer,ieu-b-4959,"RP11-485G7.6_T cell, CD4, naive TREG_non-melanoma skin cancer_ieu-b-4959",0.035460159,1
"HLA-W_T cell, CD8, naive",HLA-W,"T cell, CD8, naive",Wald_ratio,1,0.002534469,0.000583024,NA,NA,1.38E-05,NA,NA,NA,NA,NA,NA,NA,0.001391742,0.003677197,1.002537684,1.00139271,1.003683966,0.001037659,non-melanoma skin cancer,ieu-b-4959,"HLA-W_T cell, CD8, naive_non-melanoma skin cancer_ieu-b-4959",0.000345937,0.991119803
"JAZF1_T cell, CD4, naive",JAZF1,"T cell, CD4, naive",Wald_ratio,1,-0.003025006,0.000796258,NA,NA,0.000145265,NA,NA,NA,NA,NA,NA,NA,-0.004585672,-0.001464341,0.996979564,0.995424826,0.998536731,0.007301108,non-melanoma skin cancer,ieu-b-4959,"JAZF1_T cell, CD4, naive_non-melanoma skin cancer_ieu-b-4959",0.231537623,0.976564933
"DHX35_T cell, CD4, TFH",DHX35,"T cell, CD4, TFH",Wald_ratio,1,-0.002661089,0.000714357,NA,NA,0.000195195,NA,NA,NA,NA,NA,NA,NA,-0.004061228,-0.00126095,0.997342449,0.995947008,0.998739845,0.00953696,non-melanoma skin cancer,ieu-b-4959,"DHX35_T cell, CD4, TFH_non-melanoma skin cancer_ieu-b-4959",0.015079273,1
FADS1_B_CELL_NAIVE,FADS1,B,Wald_ratio,1,-0.003279087,0.000776598,NA,NA,2.42E-05,NA,NA,NA,NA,NA,NA,NA,-0.004801219,-0.001756955,0.996726283,0.995210288,0.998244588,0.001597082,non-melanoma skin cancer,ieu-b-4959,FADS1_B_CELL_NAIVE_non-melanoma skin cancer_ieu-b-4959,0.000273132,0.953806157
"FADS1_T cell, CD4, naive activated",FADS1,"T cell, CD4, naive activated",Wald_ratio,1,-0.002600889,0.000587151,NA,NA,9.44E-06,NA,NA,NA,NA,NA,NA,NA,-0.003751705,-0.001450074,0.99740249,0.996255324,0.998550977,0.00076685,non-melanoma skin cancer,ieu-b-4959,"FADS1_T cell, CD4, naive activated_non-melanoma skin cancer_ieu-b-4959",0.006142698,0.979717897
"FADS2_Monocyte, non-classical",FADS2,"Monocyte, non-classical",Wald_ratio,1,-0.002470091,0.000652777,NA,NA,0.000154343,NA,NA,NA,NA,NA,NA,NA,-0.003749533,-0.001190649,0.997532957,0.996257488,0.99881006,0.007639211,non-melanoma skin cancer,ieu-b-4959,"FADS2_Monocyte, non-classical_non-melanoma skin cancer_ieu-b-4959",0.10280415,0.887299945
"FADS1_T cell, CD4, TFH",FADS1,"T cell, CD4, TFH",Wald_ratio,1,-0.002451002,0.000573802,NA,NA,1.94E-05,NA,NA,NA,NA,NA,NA,NA,-0.003575653,-0.001326351,0.997551999,0.996430732,0.998674529,0.001322923,non-melanoma skin cancer,ieu-b-4959,"FADS1_T cell, CD4, TFH_non-melanoma skin cancer_ieu-b-4959",1.60E-05,1
"FADS1_T cell, CD4, naive",FADS1,"T cell, CD4, naive",Wald_ratio,1,-0.002538383,0.000590945,NA,NA,1.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.003696634,-0.001380131,0.997464836,0.99631019,0.998620821,0.001241822,non-melanoma skin cancer,ieu-b-4959,"FADS1_T cell, CD4, naive_non-melanoma skin cancer_ieu-b-4959",1.68E-05,0.987650366
"FADS1_T cell, CD4, TH1 TH17",FADS1,"T cell, CD4, TH1 TH17",Wald_ratio,1,-0.002588769,0.000602675,NA,NA,1.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.003770011,-0.001407526,0.997414579,0.996237086,0.998593464,0.001241822,non-melanoma skin cancer,ieu-b-4959,"FADS1_T cell, CD4, TH1 TH17_non-melanoma skin cancer_ieu-b-4959",0.799156232,0.987650366
"FADS1_T cell, CD4, memory TREG",FADS1,"T cell, CD4, memory TREG",Wald_ratio,1,-0.00253917,0.000591128,NA,NA,1.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.00369778,-0.001380559,0.997464051,0.996309048,0.998620394,0.001241822,non-melanoma skin cancer,ieu-b-4959,"FADS1_T cell, CD4, memory TREG_non-melanoma skin cancer_ieu-b-4959",0.136902108,0.987650366
TMEM258_B_CELL_NAIVE,TMEM258,B,Wald_ratio,1,-0.003833423,0.000829657,NA,NA,3.83E-06,NA,NA,NA,NA,NA,NA,NA,-0.005459551,-0.002207295,0.996173915,0.994555325,0.99779514,0.000342186,non-melanoma skin cancer,ieu-b-4959,TMEM258_B_CELL_NAIVE_non-melanoma skin cancer_ieu-b-4959,0.000273221,0.983817999
"SACM1L_NK cell, CD56dim CD16+",SACM1L,"NK cell, CD56dim CD16+",Wald_ratio,1,-0.001813245,0.00052962,NA,NA,0.000617813,NA,NA,NA,NA,NA,NA,NA,-0.0028513,-0.000775189,0.998188398,0.997152761,0.999225111,0.023706252,non-melanoma skin cancer,ieu-b-4959,"SACM1L_NK cell, CD56dim CD16+_non-melanoma skin cancer_ieu-b-4959",0.099517196,0.981014973
"EFCAB8_T cell, CD4, TH17",EFCAB8,"T cell, CD4, TH17",Wald_ratio,1,0.002735894,0.000683414,NA,NA,6.25E-05,NA,NA,NA,NA,NA,NA,NA,0.001396403,0.004075385,1.00273964,1.001397379,1.0040837,0.003796989,non-melanoma skin cancer,ieu-b-4959,"EFCAB8_T cell, CD4, TH17_non-melanoma skin cancer_ieu-b-4959",0.38788629,0.995616814
"CASP9_T cell, CD4, naive TREG",CASP9,"T cell, CD4, naive TREG",Wald_ratio,1,-0.001852633,0.000551193,NA,NA,0.000776238,NA,NA,NA,NA,NA,NA,NA,-0.002932971,-0.000772294,0.998149082,0.997071326,0.999228004,0.028421529,non-melanoma skin cancer,ieu-b-4959,"CASP9_T cell, CD4, naive TREG_non-melanoma skin cancer_ieu-b-4959",0.095174175,1
"GOLPH3L_Monocyte, non-classical",GOLPH3L,"Monocyte, non-classical",Wald_ratio,1,-0.001910458,0.000554636,NA,NA,0.000572067,NA,NA,NA,NA,NA,NA,NA,-0.002997545,-0.000823371,0.998091366,0.997006943,0.999176968,0.022755385,non-melanoma skin cancer,ieu-b-4959,"GOLPH3L_Monocyte, non-classical_non-melanoma skin cancer_ieu-b-4959",0.036948079,1
"RP3-477O4.16_T cell, CD4, naive",RP3-477O4.16,"T cell, CD4, naive",Wald_ratio,1,-0.003261787,0.000733693,NA,NA,8.76E-06,NA,NA,NA,NA,NA,NA,NA,-0.004699825,-0.001823749,0.996743527,0.995311202,0.998177913,0.000719514,non-melanoma skin cancer,ieu-b-4959,"RP3-477O4.16_T cell, CD4, naive_non-melanoma skin cancer_ieu-b-4959",0.003103464,1
"PADI6_T cell, CD4, TH1",PADI6,"T cell, CD4, TH1",Wald_ratio,1,-0.004418886,0.00065542,NA,NA,1.56E-11,NA,NA,NA,NA,NA,NA,NA,-0.005703508,-0.003134264,0.995590863,0.994312726,0.996870643,3.59E-09,non-melanoma skin cancer,ieu-b-4959,"PADI6_T cell, CD4, TH1_non-melanoma skin cancer_ieu-b-4959",0.174415866,0.995904203
"RP1-178F10.3_Monocyte, classical",RP1-178F10.3,"Monocyte, classical",Wald_ratio,1,0.002483819,0.000626883,NA,NA,7.43E-05,NA,NA,NA,NA,NA,NA,NA,0.001255128,0.003712511,1.002486907,1.001255916,1.003719411,0.004299172,non-melanoma skin cancer,ieu-b-4959,"RP1-178F10.3_Monocyte, classical_non-melanoma skin cancer_ieu-b-4959",0.000616386,1
"RPL14_T cell, CD4, TFH",RPL14,"T cell, CD4, TFH",Wald_ratio,1,-0.002437325,0.000751244,NA,NA,0.001177047,NA,NA,NA,NA,NA,NA,NA,-0.003909763,-0.000964886,0.997565643,0.99609787,0.999035579,0.037972873,non-melanoma skin cancer,ieu-b-4959,"RPL14_T cell, CD4, TFH_non-melanoma skin cancer_ieu-b-4959",0.046598164,0.976145976
"RPL14_T cell, CD4, naive TREG",RPL14,"T cell, CD4, naive TREG",Wald_ratio,1,-0.002478835,0.000764039,NA,NA,0.001177047,NA,NA,NA,NA,NA,NA,NA,-0.00397635,-0.000981319,0.997524235,0.996031545,0.999019162,0.037972873,non-melanoma skin cancer,ieu-b-4959,"RPL14_T cell, CD4, naive TREG_non-melanoma skin cancer_ieu-b-4959",0.050696675,0.976145976
"RPL14_T cell, CD4, TH1 TH17",RPL14,"T cell, CD4, TH1 TH17",Wald_ratio,1,-0.002527258,0.000778964,NA,NA,0.001177047,NA,NA,NA,NA,NA,NA,NA,-0.004054027,-0.001000489,0.997475933,0.995954179,0.999000011,0.037972873,non-melanoma skin cancer,ieu-b-4959,"RPL14_T cell, CD4, TH1 TH17_non-melanoma skin cancer_ieu-b-4959",0.04696878,0.976145976
